N,P,K,temperature,humidity,ph,rainfall,label
3.53,5.79,12.99,44.01,27.61,8.21,115.59,cotton
49.68,31.08,172.04,16.26,79.11,8.66,180.81,rice
109.23,18.96,46.95,27.89,30.66,7.13,63.49,mungbean
78.95,55.87,70.66,18.39,87.65,6.07,154.89,pomegranate
36.56,75.19,179.01,42.63,57.79,8.57,134.51,rice
97.29,11.08,154.25,44.35,10.57,7.87,153.47,rice
79.43,53.79,48.81,38.51,12.73,6.98,49.56,chickpea
111.47,30.09,19.38,21.02,21.8,5.42,49.82,chickpea
102.9,95.59,148.13,24.12,25.01,4.69,289.95,pomegranate
85.42,70.0,83.14,18.48,71.41,6.01,294.22,rice
68.34,74.34,158.22,41.18,27.82,5.22,139.33,lentil
18.65,64.88,94.06,42.01,87.53,5.54,240.92,chickpea
36.59,138.84,74.2,24.66,60.89,6.59,203.62,coffee
58.67,35.06,95.24,32.98,65.4,4.51,52.74,mothbeans
83.9,77.33,154.71,15.79,27.43,8.34,103.07,wheat
71.92,108.04,185.44,25.22,81.42,4.37,107.82,jute
40.35,82.96,14.95,32.1,63.43,6.39,186.82,mango
0.91,135.06,109.82,23.49,79.15,7.98,182.39,jute
69.47,57.92,11.57,22.52,86.52,6.41,278.58,papaya
39.99,69.91,98.68,10.03,20.05,5.67,241.21,chickpea
102.85,17.39,182.06,38.15,17.73,6.35,259.92,pigeonpeas
3.35,90.26,77.32,41.13,74.27,8.59,269.54,jute
81.88,45.35,191.49,43.93,79.29,9.44,244.36,apple
131.81,27.44,131.12,35.17,56.7,7.29,113.21,blackgram
24.42,81.23,191.83,29.21,39.28,8.26,80.2,wheat
66.03,79.52,156.43,19.42,62.21,3.59,180.09,coconut
12.8,15.62,25.69,44.98,34.45,8.78,213.08,pigeonpeas
87.6,102.75,51.23,30.64,29.07,9.22,128.24,orange
77.07,92.33,83.83,33.84,49.05,6.95,257.53,coffee
57.03,31.46,39.02,33.88,27.29,8.02,288.96,jute
72.99,70.72,103.98,39.58,48.7,6.58,179.43,watermelon
125.52,105.85,99.27,10.34,86.53,5.22,147.85,coffee
27.48,79.12,196.25,17.71,77.18,8.61,256.01,muskmelon
3.16,60.37,91.75,33.29,85.33,7.08,26.8,rice
120.63,50.13,162.13,41.33,74.51,6.98,56.12,lentil
80.8,90.46,193.38,33.99,38.38,7.45,256.78,lentil
124.69,136.48,180.4,24.47,74.96,8.64,224.97,cotton
83.57,99.04,46.73,22.65,83.83,7.89,136.52,pigeonpeas
113.42,15.46,104.21,35.83,85.76,4.77,268.88,coffee
60.15,69.5,74.55,35.94,64.66,6.3,118.41,chickpea
104.98,129.72,84.97,31.25,26.91,9.38,197.48,grapes
127.83,18.22,77.16,20.2,13.18,6.83,197.61,apple
80.1,143.44,170.27,42.38,21.78,9.13,71.61,maize
25.31,137.87,95.43,29.32,87.24,8.38,99.76,wheat
37.63,15.96,109.74,37.67,46.97,7.5,276.48,orange
27.81,135.68,201.49,17.5,78.4,5.6,71.36,apple
34.56,55.84,17.0,22.04,47.2,5.33,68.6,mango
42.9,123.26,102.59,40.61,62.87,7.36,154.29,papaya
77.72,63.57,159.81,11.75,11.93,6.1,45.82,lentil
82.32,66.72,35.23,27.93,29.99,8.29,270.5,cotton
59.71,93.79,127.31,26.86,44.9,8.06,48.04,jute
86.16,113.43,52.89,36.29,60.45,5.37,192.64,chickpea
11.42,9.73,178.48,19.87,23.72,7.72,115.14,apple
12.29,88.04,70.42,17.67,71.16,6.47,245.2,muskmelon
24.06,31.14,70.81,42.41,39.15,5.44,185.15,papaya
72.53,53.43,124.64,30.01,75.39,5.98,128.73,grapes
29.96,53.72,41.71,13.66,17.84,8.87,295.48,coconut
39.66,70.67,61.98,16.76,64.38,5.66,38.54,watermelon
56.04,51.78,88.33,44.96,33.47,5.22,181.78,papaya
113.66,20.03,75.73,16.85,73.63,5.61,297.08,maize
1.94,25.39,109.98,31.37,42.17,4.79,213.47,coconut
90.91,9.68,124.93,24.7,63.23,6.77,227.14,coconut
93.64,70.83,118.33,41.0,84.74,4.38,28.99,muskmelon
111.81,138.62,135.83,36.43,11.65,8.4,25.98,mothbeans
130.59,21.19,66.55,30.89,10.89,4.85,30.11,orange
2.82,137.48,30.29,10.38,71.62,7.09,297.68,mungbean
21.53,107.67,157.16,40.79,61.71,4.25,294.27,grapes
124.06,94.25,175.16,25.56,33.44,9.37,113.66,orange
64.19,95.34,56.4,42.61,49.55,6.23,101.47,rice
79.04,120.74,86.42,27.34,13.35,8.43,60.87,coconut
92.82,19.97,104.71,34.3,25.4,8.11,112.16,pigeonpeas
95.07,75.67,111.67,12.43,43.96,7.78,123.64,mango
130.44,102.59,136.9,36.08,76.72,8.46,229.52,rice
139.57,87.15,13.32,21.83,48.37,4.1,262.56,papaya
100.82,121.59,149.3,22.3,56.91,7.57,229.09,mothbeans
40.21,15.12,17.39,14.15,79.9,5.09,201.01,coffee
123.17,101.7,98.66,15.14,34.71,8.22,234.45,muskmelon
6.89,79.76,170.53,16.5,66.06,9.24,226.78,grapes
32.35,58.08,95.24,21.49,78.93,8.91,153.21,wheat
125.63,52.64,34.82,41.22,26.21,4.19,114.04,mothbeans
35.87,91.92,202.01,22.89,38.52,5.72,99.18,coconut
30.89,129.74,182.86,35.35,88.38,5.69,210.22,jute
19.34,74.46,159.26,12.9,88.66,4.23,288.61,coconut
120.28,120.46,87.3,30.69,27.86,4.09,182.7,watermelon
70.01,61.3,41.77,26.87,15.32,5.81,275.51,grapes
94.49,19.34,193.28,44.23,31.67,9.45,23.98,rice
33.47,13.61,111.47,39.62,41.82,6.91,242.45,apple
106.13,12.19,175.47,25.92,45.28,7.23,259.01,muskmelon
106.4,58.22,73.42,37.13,59.5,6.33,196.68,kidneybeans
43.76,52.21,72.06,16.76,81.96,7.47,281.54,cotton
57.5,105.51,202.11,29.68,36.43,9.24,185.18,coffee
29.36,109.0,109.37,12.61,78.0,7.03,87.35,maize
136.72,12.12,33.14,22.18,17.48,3.89,80.4,coconut
90.38,35.96,48.93,17.91,13.35,6.46,175.63,papaya
130.84,43.4,101.39,35.16,50.32,9.46,273.82,wheat
42.47,81.67,13.49,27.15,14.77,5.82,40.26,grapes
109.46,25.23,97.51,36.29,41.4,7.06,189.23,coffee
107.22,23.75,88.79,28.04,81.74,4.14,235.54,cotton
96.83,137.13,160.87,13.03,29.32,4.35,52.31,papaya
135.19,117.59,75.99,35.74,66.48,8.75,52.7,mango
55.1,30.29,201.51,39.16,34.19,5.3,122.52,mango
18.3,61.92,41.15,41.62,13.59,5.33,96.69,pigeonpeas
94.04,54.79,123.2,30.02,54.54,5.82,75.53,blackgram
102.1,115.74,22.94,36.38,76.79,9.3,75.63,coconut
80.51,76.43,151.77,36.32,42.76,4.01,56.59,rice
28.95,22.9,203.95,15.45,59.38,8.41,191.04,lentil
70.62,108.46,168.83,15.75,82.0,5.55,212.68,maize
43.71,60.56,116.14,12.48,73.18,8.6,216.82,pigeonpeas
59.85,41.81,101.95,21.2,25.51,9.45,169.06,muskmelon
90.33,57.57,172.01,26.57,68.67,5.59,286.81,coconut
104.33,74.69,192.19,44.93,50.15,4.28,266.55,pigeonpeas
32.51,53.04,202.84,25.08,69.68,4.37,288.14,banana
56.75,38.87,84.31,35.42,49.56,8.05,128.86,maize
37.68,60.79,203.18,34.27,20.24,4.37,265.78,coffee
27.81,7.68,36.19,17.16,55.59,5.06,233.6,orange
109.67,113.15,55.71,12.05,49.37,4.73,115.19,cotton
127.3,28.93,22.8,29.11,51.43,5.63,49.85,maize
51.83,11.15,59.35,34.51,80.31,3.95,211.13,kidneybeans
105.18,96.52,158.59,44.94,81.59,8.64,58.21,papaya
125.58,113.35,175.58,22.55,46.28,8.66,102.26,orange
118.46,118.94,160.78,41.37,46.46,5.98,160.1,mungbean
25.59,74.09,131.21,23.37,51.21,7.17,210.37,lentil
133.88,33.75,107.79,34.13,51.57,7.35,279.34,papaya
52.73,108.21,146.74,30.94,86.03,8.0,186.11,lentil
47.49,102.96,83.17,11.85,61.95,6.62,208.0,cotton
8.74,39.48,173.26,12.74,32.2,6.56,106.8,wheat
68.06,131.48,140.44,10.73,52.52,7.29,212.44,lentil
15.26,19.61,144.56,22.98,60.18,7.72,142.58,jute
34.8,142.58,112.19,36.1,61.18,5.58,259.94,orange
44.37,125.43,182.05,16.05,56.82,5.48,129.89,chickpea
113.24,101.31,55.4,31.2,24.22,5.12,151.12,maize
122.57,136.42,81.23,20.11,12.69,6.79,141.12,apple
42.35,106.12,160.53,37.89,37.03,5.66,247.11,apple
120.22,31.66,103.55,37.94,44.2,6.74,287.04,jute
120.01,66.9,182.84,37.14,14.94,5.94,111.64,banana
107.05,15.01,74.28,28.37,75.2,8.52,153.01,apple
20.54,59.55,78.87,19.96,37.53,3.94,217.66,mango
96.65,108.82,182.75,38.33,83.09,6.93,270.71,blackgram
132.3,59.1,97.87,16.51,22.35,6.95,158.24,rice
95.56,51.24,108.22,20.14,14.55,5.8,50.49,watermelon
46.43,88.35,71.55,16.44,48.59,6.03,123.23,papaya
70.08,127.11,60.33,33.6,25.13,8.3,174.1,blackgram
90.4,11.66,136.19,34.02,84.99,5.18,136.91,apple
71.48,58.97,28.97,32.84,10.82,8.73,72.24,watermelon
16.79,27.15,180.85,24.55,43.01,8.88,30.36,wheat
43.69,102.35,160.84,13.51,84.14,7.4,212.47,chickpea
112.34,19.8,43.15,41.89,40.75,8.14,297.97,mothbeans
120.6,98.07,143.8,27.77,17.45,7.18,277.38,mungbean
19.22,45.07,125.53,24.24,34.23,6.65,211.32,rice
133.33,32.85,41.91,30.61,49.84,9.3,255.63,rice
46.04,136.09,59.64,16.75,24.81,5.2,91.6,kidneybeans
92.72,7.59,86.8,14.64,47.32,4.42,194.28,mungbean
105.26,66.29,144.85,24.19,76.91,5.22,36.97,rice
113.67,8.03,132.74,17.95,79.81,7.19,218.01,maize
132.4,72.7,111.45,18.55,13.94,4.61,291.56,jute
43.81,75.15,158.68,41.24,22.87,8.95,261.02,apple
120.19,50.03,156.59,28.58,32.02,5.97,169.64,maize
18.44,23.5,128.57,26.92,57.59,8.6,240.85,rice
98.71,57.69,162.4,34.13,38.88,5.0,284.29,chickpea
103.88,99.12,71.85,43.3,77.52,5.38,80.48,blackgram
94.88,114.54,181.25,13.93,67.33,3.86,242.11,mango
35.32,79.31,127.98,39.17,18.04,5.05,95.56,kidneybeans
122.23,87.58,169.47,30.44,59.96,6.44,265.55,grapes
23.64,33.09,114.26,15.12,19.04,9.18,47.54,papaya
7.51,45.23,48.69,20.4,30.4,5.83,69.9,coffee
100.45,27.67,113.48,26.88,24.23,7.34,221.77,grapes
66.57,39.9,79.22,34.19,23.84,6.07,68.94,jute
118.87,36.48,144.5,18.49,59.31,3.78,64.26,chickpea
53.68,77.72,100.16,28.72,55.09,6.52,175.53,chickpea
23.56,83.78,172.22,33.96,24.08,3.9,253.8,blackgram
117.1,137.29,140.61,25.71,89.21,8.8,95.17,wheat
76.85,32.38,141.91,40.21,43.75,8.02,255.52,lentil
26.49,94.83,48.43,40.43,17.77,5.77,246.23,orange
100.85,119.42,201.85,26.47,19.65,7.34,182.15,mothbeans
71.56,83.43,173.34,44.05,56.71,4.17,201.04,cotton
84.6,40.7,162.8,12.65,88.33,7.72,31.32,grapes
64.53,41.76,71.04,10.12,55.76,8.44,122.8,cotton
116.02,10.5,112.13,23.32,85.92,8.43,93.75,watermelon
116.14,47.76,32.42,31.04,45.53,5.21,62.0,lentil
99.31,109.24,112.7,32.02,44.87,5.08,129.1,kidneybeans
14.76,11.65,34.18,26.68,50.0,6.63,119.37,mungbean
117.44,35.7,115.61,14.37,65.79,9.31,224.09,jute
93.94,103.87,134.74,15.97,39.41,9.02,187.47,cotton
97.58,114.57,83.04,39.83,79.11,5.66,275.67,kidneybeans
50.82,68.74,104.71,40.38,12.34,8.18,60.71,kidneybeans
123.1,102.73,180.13,33.59,45.18,9.03,36.73,grapes
101.55,59.31,26.71,33.25,50.88,5.07,169.69,rice
15.76,27.39,163.35,30.92,58.56,8.48,20.29,kidneybeans
57.09,60.74,39.15,17.1,32.09,5.11,240.56,papaya
124.09,86.2,12.34,24.99,44.2,5.56,161.67,jute
6.61,137.73,42.11,34.36,48.76,4.69,156.66,banana
134.6,14.63,158.01,28.8,64.95,6.54,121.5,watermelon
95.08,76.04,86.03,10.65,71.88,8.56,124.99,maize
88.39,51.05,179.5,43.37,69.03,6.67,140.72,rice
37.88,76.16,109.94,39.57,37.33,4.24,24.49,banana
34.83,8.36,9.45,19.12,89.96,5.01,43.39,mango
131.89,48.82,148.34,31.58,77.89,6.88,161.41,grapes
41.76,119.78,27.05,42.31,30.8,7.0,62.03,lentil
108.57,82.55,162.88,13.36,25.61,6.96,238.05,coconut
55.04,68.08,38.62,27.61,35.12,3.96,96.86,grapes
19.5,44.97,74.09,25.97,46.19,8.02,47.41,grapes
1.5,46.73,157.25,24.36,78.06,8.96,85.86,mango
76.2,58.63,195.85,39.25,72.27,6.56,119.99,cotton
136.61,121.98,79.29,23.32,78.1,7.81,29.89,maize
51.68,140.41,170.88,12.23,31.76,8.98,59.67,papaya
50.01,66.41,43.16,12.3,57.48,7.36,110.68,coconut
48.17,60.07,166.44,11.5,32.66,7.55,106.93,lentil
72.88,123.52,136.5,24.32,18.72,7.83,244.11,banana
61.69,64.77,43.55,35.14,64.74,5.06,256.11,coffee
123.19,82.28,65.5,17.13,21.44,7.0,74.16,wheat
70.77,37.33,31.35,32.63,63.42,8.55,54.7,rice
71.09,109.09,81.59,34.05,61.84,5.28,197.57,chickpea
19.37,79.48,45.73,18.93,74.82,8.88,245.29,mungbean
137.58,118.26,133.8,31.02,21.16,7.22,289.84,apple
35.0,114.3,203.9,33.97,72.68,6.04,21.9,grapes
10.27,35.1,7.4,26.33,89.94,7.24,135.83,grapes
92.84,105.19,113.18,21.79,78.08,5.91,225.52,papaya
83.35,117.01,119.73,31.67,70.14,8.53,252.0,chickpea
58.12,53.46,187.84,44.22,62.97,6.39,37.44,coconut
59.11,29.17,106.2,24.94,43.74,8.91,210.57,muskmelon
109.91,5.37,113.74,23.71,68.44,6.56,100.9,papaya
27.4,68.13,99.33,26.25,67.93,7.46,40.89,papaya
114.84,54.34,58.78,12.67,60.52,9.49,156.95,mango
90.82,82.69,16.21,29.36,73.7,4.38,64.28,mothbeans
58.66,31.33,86.73,21.5,45.9,7.92,226.36,grapes
64.12,125.35,15.52,14.25,19.7,4.33,227.55,lentil
35.93,41.09,115.1,26.32,54.73,8.53,255.78,grapes
105.3,36.7,66.46,10.12,31.2,7.08,125.72,coconut
71.8,72.3,111.72,24.06,40.75,9.13,23.73,pomegranate
44.92,74.84,31.86,13.7,11.39,8.7,92.73,pomegranate
83.45,35.11,191.53,10.85,40.62,3.95,150.99,watermelon
139.4,43.06,183.9,38.86,74.7,4.32,214.32,mungbean
60.94,28.76,43.0,42.07,53.42,7.11,126.97,jute
128.9,105.58,73.69,17.27,10.78,6.61,170.09,apple
48.3,112.81,127.7,28.88,47.59,4.51,166.79,coffee
7.66,69.73,24.14,19.73,33.32,4.28,66.2,coffee
28.59,104.97,75.91,27.28,48.2,6.88,194.45,cotton
58.62,108.03,55.22,25.28,42.38,3.79,142.99,pigeonpeas
30.75,24.36,188.1,19.42,84.56,8.74,246.22,grapes
0.03,140.26,175.5,34.51,13.29,8.34,213.37,blackgram
128.1,119.94,120.97,14.43,64.69,8.21,51.21,maize
118.14,33.63,109.07,11.86,78.08,3.6,156.85,banana
103.92,31.06,191.15,36.87,86.74,3.79,216.7,chickpea
23.49,22.59,191.49,33.31,24.21,6.8,44.36,watermelon
16.85,24.37,198.87,27.45,52.5,9.47,241.9,mango
9.46,109.74,30.08,26.37,13.49,5.55,82.16,orange
101.36,70.75,37.11,27.41,49.93,5.57,160.86,grapes
130.03,114.61,140.35,25.3,20.04,4.31,283.36,mango
60.28,109.48,113.29,23.75,77.03,7.55,179.97,blackgram
16.68,89.65,8.69,27.49,19.11,7.38,138.74,kidneybeans
71.73,101.09,17.4,28.5,51.06,4.11,21.9,papaya
48.84,7.57,182.62,34.22,51.69,6.3,57.36,mungbean
52.48,48.65,178.77,34.89,87.73,7.5,182.03,mango
86.99,94.3,76.45,23.22,62.4,6.46,158.27,blackgram
100.62,6.31,183.21,24.47,33.03,7.55,121.87,apple
15.48,9.62,123.74,23.08,29.26,8.4,278.5,kidneybeans
4.98,124.26,166.18,28.78,20.26,7.61,113.1,blackgram
139.21,100.76,90.49,25.87,70.52,7.2,170.4,pomegranate
32.58,42.15,27.68,41.14,65.26,8.62,179.24,wheat
7.54,101.31,91.75,34.37,58.79,8.9,167.69,mango
26.58,115.94,96.46,41.45,13.27,5.83,153.72,rice
5.45,47.95,115.19,34.82,71.03,4.54,114.38,mungbean
54.85,10.05,26.12,43.98,61.35,8.41,274.45,watermelon
112.34,135.59,203.28,32.25,87.11,4.78,146.22,jute
47.77,53.33,53.83,43.72,56.98,9.07,167.97,wheat
62.19,19.91,44.71,15.54,34.32,3.64,203.81,maize
94.58,73.86,110.36,11.84,40.52,9.03,38.94,cotton
71.25,112.59,112.44,30.27,24.07,7.04,238.76,apple
120.6,36.03,92.96,44.42,67.83,8.15,163.5,orange
121.24,42.73,159.38,24.62,66.62,5.89,204.01,apple
1.39,38.98,108.33,17.42,26.05,9.45,236.16,grapes
108.93,143.83,126.94,28.25,22.68,4.87,264.75,pomegranate
64.5,32.64,149.75,32.71,16.16,5.09,129.82,coffee
138.44,85.57,10.01,21.03,82.96,3.81,247.2,coffee
67.65,134.54,119.13,35.02,28.65,9.14,92.47,grapes
138.17,25.57,181.84,44.13,37.53,6.24,204.89,kidneybeans
105.64,140.92,8.48,41.39,32.44,7.55,48.76,pigeonpeas
34.8,137.65,86.04,20.21,43.09,7.62,25.61,papaya
75.38,128.84,190.25,21.44,67.12,8.75,46.81,pomegranate
138.9,35.04,75.63,23.0,79.65,7.49,109.43,wheat
120.05,93.77,96.75,23.81,24.61,6.87,28.71,lentil
13.63,111.52,201.31,13.51,64.91,7.76,196.54,mango
98.89,143.04,44.86,36.67,38.2,8.01,108.63,wheat
48.38,30.26,18.05,22.79,88.44,4.62,226.19,grapes
0.98,112.24,176.88,40.79,33.91,4.16,32.86,apple
56.49,52.43,178.69,42.44,10.58,3.95,80.68,blackgram
32.87,29.59,99.42,10.86,51.25,5.74,134.24,mungbean
114.64,63.99,107.84,44.6,22.06,6.49,127.14,mungbean
47.23,116.14,172.16,34.85,13.56,7.19,56.68,mothbeans
115.85,70.08,152.71,28.21,65.86,9.25,298.36,muskmelon
0.08,80.25,58.03,23.63,68.58,5.48,99.64,papaya
43.09,144.32,8.38,28.15,46.86,8.07,221.89,apple
33.76,60.88,100.94,21.36,64.15,6.69,81.61,rice
32.7,91.16,176.78,31.79,53.06,4.82,265.8,mango
9.55,56.13,184.17,13.25,60.38,7.19,128.57,muskmelon
26.2,59.99,196.25,31.74,57.74,9.3,272.25,pigeonpeas
77.78,102.39,180.91,19.64,63.27,4.25,115.71,watermelon
40.79,136.3,121.01,10.62,25.97,6.54,22.42,banana
58.44,80.93,93.92,29.34,31.5,3.81,164.77,mungbean
52.76,112.58,159.97,30.25,45.2,5.43,166.94,rice
122.63,17.49,152.96,24.93,45.69,7.22,53.55,pomegranate
126.74,34.56,112.63,12.53,71.95,8.55,85.79,watermelon
69.01,75.3,22.47,41.27,39.39,7.88,239.38,rice
46.22,7.8,190.22,31.4,23.0,6.28,30.29,muskmelon
14.95,40.4,96.12,14.05,30.12,8.96,157.07,mothbeans
133.48,77.44,77.67,27.88,27.18,5.32,168.51,rice
8.43,7.09,130.91,27.4,68.53,8.02,212.84,wheat
41.67,42.04,139.77,12.11,47.63,6.34,30.49,mungbean
41.73,76.96,47.14,31.24,66.69,8.89,183.98,pomegranate
44.86,85.24,172.39,38.29,43.3,8.28,20.87,mango
23.0,134.61,62.99,36.22,81.18,8.91,94.25,kidneybeans
109.64,95.35,42.34,17.1,88.68,4.79,159.91,orange
17.15,63.06,86.28,40.18,63.59,7.51,275.16,papaya
88.89,135.25,151.11,21.99,79.11,7.93,55.45,cotton
17.34,114.88,198.09,43.13,50.63,7.95,67.4,maize
9.87,33.0,166.86,12.51,84.77,6.52,207.39,rice
127.32,23.32,193.07,27.02,76.53,3.57,124.96,jute
26.62,99.61,33.12,30.9,89.34,5.07,194.56,kidneybeans
114.98,83.38,19.24,18.67,59.85,5.44,299.29,papaya
76.25,115.55,116.54,37.0,72.34,8.61,296.32,blackgram
10.9,108.43,63.06,31.94,53.43,8.55,119.04,mothbeans
133.76,92.53,170.61,10.63,30.73,4.13,161.1,banana
34.57,143.09,139.4,31.29,38.38,9.2,273.31,grapes
120.35,79.7,199.15,27.2,81.52,4.59,45.81,muskmelon
23.63,20.83,55.96,16.86,14.48,5.99,146.65,mango
119.55,120.96,102.16,44.85,57.32,4.79,125.72,orange
1.85,40.26,105.25,41.4,39.8,8.66,102.57,lentil
71.65,113.82,52.84,20.24,40.94,8.0,298.38,cotton
107.72,138.99,123.02,28.94,80.77,5.62,225.39,cotton
130.87,102.55,93.66,21.08,78.31,7.59,128.85,pigeonpeas
127.29,88.44,94.34,37.14,57.91,4.61,252.13,jute
114.75,69.45,77.55,42.56,31.83,5.79,157.11,maize
124.35,56.02,8.39,22.56,48.04,5.76,264.39,chickpea
27.89,54.42,109.42,38.2,42.66,4.93,94.59,rice
39.79,94.09,72.05,27.44,38.29,8.76,82.61,pomegranate
40.46,110.18,5.26,23.88,18.22,7.57,89.24,apple
52.79,99.99,66.59,42.84,53.45,5.18,170.77,kidneybeans
55.06,32.78,60.73,27.86,34.15,4.95,101.57,banana
76.24,74.16,83.69,26.36,62.86,3.61,61.19,coconut
22.38,115.83,31.37,33.54,35.54,5.58,298.5,coffee
96.77,71.6,106.54,19.14,44.49,6.66,272.12,mothbeans
23.46,80.13,143.49,21.37,14.19,5.17,197.8,chickpea
43.44,112.96,131.04,42.62,89.4,7.7,269.63,muskmelon
70.47,97.58,165.75,33.75,50.61,5.97,281.93,watermelon
111.5,62.31,95.4,38.93,11.94,5.4,209.31,grapes
103.53,130.36,108.82,19.49,53.3,9.13,165.23,wheat
90.37,27.76,167.08,29.03,79.63,5.08,266.96,lentil
21.81,144.37,90.54,44.0,71.8,5.89,178.98,coconut
76.59,21.64,145.32,21.15,66.07,5.79,55.5,wheat
12.24,7.09,91.92,15.62,21.16,4.95,122.72,kidneybeans
52.83,129.6,88.55,27.88,62.62,4.8,144.86,mango
57.89,39.29,157.04,23.57,71.3,5.31,281.9,coffee
5.57,107.16,39.97,15.59,55.79,8.69,204.57,lentil
38.36,118.54,72.72,41.1,81.42,8.1,265.08,jute
133.79,125.26,49.83,44.68,32.16,7.59,232.13,mango
133.51,143.82,76.82,29.9,29.37,6.24,106.76,grapes
49.33,46.17,51.07,37.11,79.57,6.55,221.24,orange
6.03,104.43,120.88,40.07,60.03,5.1,74.68,coconut
25.07,21.16,164.63,34.53,10.12,3.95,134.28,coffee
54.91,61.95,162.32,11.55,38.25,5.49,245.71,mungbean
132.69,123.72,77.9,15.52,78.63,6.47,191.34,kidneybeans
19.77,56.47,202.75,12.48,12.19,3.84,251.12,cotton
106.89,87.75,123.77,10.35,10.26,4.03,91.32,coconut
15.22,75.53,84.88,20.71,32.5,5.08,229.93,banana
137.38,95.43,172.11,23.73,83.12,5.7,76.65,muskmelon
53.43,141.21,150.97,18.44,82.12,5.86,172.69,coconut
108.53,12.8,154.86,12.26,51.5,4.21,141.39,papaya
47.96,85.35,44.23,28.55,54.26,4.85,175.81,mothbeans
87.87,125.82,98.66,19.57,36.56,5.07,57.95,chickpea
26.88,72.39,177.37,37.86,29.5,3.91,121.14,papaya
20.44,15.99,105.81,10.28,75.22,5.46,206.73,lentil
131.33,83.48,141.69,39.49,18.5,3.93,176.39,mungbean
128.47,51.49,122.59,43.42,48.99,7.72,173.71,muskmelon
124.25,26.69,173.47,35.06,60.75,5.82,163.03,chickpea
87.56,123.86,61.91,35.68,18.29,5.46,284.29,lentil
113.16,78.02,120.1,42.67,51.57,4.26,281.68,papaya
9.67,135.66,29.65,17.32,56.2,4.86,120.84,muskmelon
46.87,117.84,143.04,44.81,69.4,4.9,118.53,banana
43.92,102.02,151.39,37.07,28.79,9.41,175.37,coconut
88.99,5.7,13.57,35.43,33.47,8.51,46.77,wheat
49.83,64.9,140.16,22.64,55.56,3.59,104.84,pomegranate
20.79,32.65,87.94,29.1,88.65,7.2,84.64,coconut
83.51,132.51,29.82,32.89,27.4,5.04,82.55,coffee
114.01,29.44,88.98,31.71,88.87,4.13,198.78,mango
53.5,45.05,43.85,34.67,67.15,7.73,127.62,maize
18.52,77.36,88.11,12.88,76.09,4.29,67.93,apple
27.54,41.87,81.87,22.45,17.17,6.16,268.52,lentil
33.25,34.38,152.68,25.19,34.03,7.29,264.76,mungbean
41.99,88.87,159.84,19.12,14.62,6.83,261.49,pigeonpeas
89.99,17.45,126.41,16.04,39.72,9.37,129.41,grapes
84.13,13.14,9.54,14.86,88.5,8.21,35.96,papaya
97.45,57.11,191.2,22.82,18.42,8.15,49.89,jute
50.75,105.89,142.25,27.27,54.99,5.63,97.29,rice
115.36,82.67,11.84,12.2,10.49,3.55,81.59,pomegranate
28.57,64.2,168.77,43.13,67.01,7.91,264.72,grapes
65.67,84.21,45.05,36.78,25.78,9.5,296.18,mango
112.13,56.16,120.84,35.58,20.37,5.94,248.67,banana
25.22,136.06,98.33,16.05,36.96,9.41,224.36,jute
15.38,12.69,88.97,31.13,71.68,4.35,184.81,pigeonpeas
123.72,99.27,182.94,28.54,18.53,5.28,235.57,chickpea
48.01,129.78,92.47,44.39,28.39,4.52,285.17,blackgram
95.74,117.54,20.07,36.17,10.68,6.35,188.38,mothbeans
3.55,30.77,194.33,30.15,87.47,8.28,63.29,mothbeans
96.61,46.43,189.11,39.78,57.37,5.54,65.88,mango
44.25,105.39,141.89,15.43,67.59,8.94,183.48,wheat
7.8,16.8,98.58,10.53,62.11,6.77,113.37,wheat
85.37,118.66,23.57,34.16,21.55,6.29,274.87,watermelon
33.71,105.65,163.15,13.44,57.6,8.22,191.26,muskmelon
54.15,107.14,20.1,14.04,20.51,4.11,209.42,wheat
11.28,19.03,18.72,36.06,42.1,8.14,21.63,coconut
20.6,105.49,112.48,19.47,55.52,4.96,159.68,kidneybeans
41.72,100.17,37.03,32.0,54.71,5.18,140.73,wheat
12.57,121.33,6.55,42.11,19.53,7.1,217.64,coconut
127.52,10.82,89.62,21.08,12.75,8.91,127.14,mothbeans
0.85,8.24,32.44,17.6,73.86,6.97,293.44,kidneybeans
67.74,57.22,37.1,13.73,68.07,7.39,207.66,pomegranate
17.25,25.83,20.38,14.57,16.55,8.16,204.78,mungbean
43.08,83.17,46.02,12.18,20.19,5.06,277.42,apple
129.65,133.43,148.1,13.07,81.41,8.46,298.66,grapes
22.64,59.81,166.79,25.12,71.53,6.01,75.39,kidneybeans
135.22,123.29,95.51,21.23,89.69,4.55,246.95,chickpea
28.81,5.03,106.31,34.73,30.32,5.6,65.45,maize
103.82,28.59,11.53,40.46,49.02,4.98,147.97,mothbeans
76.53,9.26,18.86,37.47,28.92,4.87,48.05,pomegranate
123.83,50.94,56.51,28.57,59.82,5.2,194.54,rice
77.56,132.15,113.78,13.59,19.23,4.59,151.19,jute
74.84,18.57,152.91,34.84,20.18,7.51,196.04,orange
27.36,89.9,126.0,22.7,15.75,6.98,209.83,jute
23.27,68.21,83.43,13.0,65.49,7.39,193.44,rice
128.31,136.39,28.66,39.49,49.53,5.56,102.33,muskmelon
45.9,22.15,161.15,21.84,59.42,8.12,254.35,mango
52.09,34.68,77.76,17.64,80.34,4.28,174.47,pigeonpeas
